time,Reaction_Force_Along_X,Reaction_Force_Along_Y
0,0,0
0.01,0.00043903097578746,0.00043903565520959
0.02,0.00087806622776507,0.00087807560352611
0.03,0.0013171052189148,0.0013171192924236
0.04,0.0017561479369537,0.0017561667094654
0.05,0.0021951943811467,0.0021952178539052
0.06,0.0026342445508681,0.0026342727251077
0.07,0.0030732984491005,0.0030733313260914
0.08,0.0035123560737742,0.0035123936547594
0.09,0.0039514174242096,0.0039514597104217
0.1,0.0043904825166967,0.0043905295095701
0.11,0.004829551324882,0.0048296030255216
0.12,0.0052686238644877,0.0052686802741921
0.13,0.0057077001399254,0.0057077612600469
0.14,0.006146780133199,0.0061468459648651
0.15,0.0065858638654555,0.0065859344100544
0.16,0.0070249513215621,0.0070250265802932
0.17,0.0074640425130206,0.0074641224872237
0.18,0.007903137422541,0.0079032221133406
0.19,0.0083422360721631,0.0083423254809557
0.2,0.0087813384446266,0.0087814325725932
0.21,0.0092204445497844,0.0092205433982265
0.22,0.0096595543874654,0.0096596579576809
0.23,0.010098667951737,0.010098776244948
0.24,0.010537785242686,0.010537898260117
0.25,0.010976906268512,0.010977024011484
0.26,0.011416031017946,0.011416153487641
0.27,0.011855159502164,0.011855286699901
0.28,0.012294291717624,0.012294423644676
0.29,0.012733427661912,0.012733564319521
0.3,0.013172567336134,0.013172708725555
0.31,0.013451557315447,0.013502500273785
0.32,0.013042156570533,0.013072935860226
0.33,0.009525519206865,0.0092854427322531
0.335,0.007274843031071,0.0068844361778043
0.345,0.006554717427005,0.0060426422327763
0.355,0.0060176866015123,0.0055165584682952
